tax_id	GeneID	GO_ID	Evidence	Qualifier	GO_termPubMed	Category
511145	944741	GO:0009279	IBA	is_active_in	cell outer membrane	21873635	Component
511145	944741	GO:0009279	IDA	located_in	cell outer membrane	2670887	Component
511145	944741	GO:0009279	IEA	located_in	cell outer membrane	-	Component
511145	944741	GO:0016020	IEA	located_in	membrane	-	Component
511145	944741	GO:0046813	IBA	involved_in	receptor-mediated virion attachment to host cell	21873635	Process
511145	944741	GO:0046813	IMP	acts_upstream_of_or_within	receptor-mediated virion attachment to host cell	2670887	Process
511145	944742	GO:0008652	IEA	involved_in	cellular amino acid biosynthetic process	-	Process
511145	944742	GO:0009088	IEA	involved_in	threonine biosynthetic process	-	Process
511145	944742	GO:0031554	IEA	involved_in	regulation of DNA-templated transcription, termination	-	Process
511145	944742	GO:0031555	IMP	acts_upstream_of_or_within	transcriptional attenuation	6811557	Process
511145	944742	GO:0031556	IEA	involved_in	transcriptional attenuation by ribosome	-	Process
511145	944743	GO:0003677	IEA	enables	DNA binding	-	Function
511145	944743	GO:0004803	IEA	enables	transposase activity	-	Function
511145	944743	GO:0006310	IEA	involved_in	DNA recombination	-	Process
511145	944743	GO:0006313	IEA	involved_in	transposition, DNA-mediated	-	Process
511145	944743	GO:0032196	IEA	involved_in	transposition	-	Process
511145	944744	GO:0005515	IPI	enables	protein binding	15690043|24561554	Function
511145	944744	GO:0005737	IBA	is_active_in	cytoplasm	21873635	Component
511145	944744	GO:0005829	IDA	located_in	cytosol	15911532|18304323	Component
511145	944744	GO:0006749	IEA	involved_in	glutathione metabolic process	-	Process
511145	944744	GO:0042594	IEP	acts_upstream_of_or_within	response to starvation	8022275	Process
511145	944744	GO:0045893	IDA	acts_upstream_of_or_within	positive regulation of transcription, DNA-templated	12791143	Process
511145	944745	GO:0005886	IBA	is_active_in	plasma membrane	21873635	Component
511145	944745	GO:0005886	IDA	located_in	plasma membrane	15919996	Component
511145	944745	GO:0005886	IEA	located_in	plasma membrane	-	Component
511145	944745	GO:0006814	IEA	involved_in	sodium ion transport	-	Process
511145	944745	GO:0015293	IEA	enables	symporter activity	-	Function
511145	944745	GO:0015655	IEA	enables	alanine:sodium symporter activity	-	Function
511145	944745	GO:0016020	IEA	located_in	membrane	-	Component
511145	944745	GO:0016021	IEA	located_in	integral component of membrane	-	Component
511145	944745	GO:0032328	IEA	involved_in	alanine transport	-	Process
511145	944745	GO:0055085	IEA	involved_in	transmembrane transport	-	Process
511145	944748	GO:0003824	IEA	enables	catalytic activity	-	Function
511145	944748	GO:0004801	IBA	enables	transaldolase activity	21873635	Function
511145	944748	GO:0004801	IDA	enables	transaldolase activity	7592346	Function
511145	944748	GO:0004801	IEA	enables	transaldolase activity	-	Function
511145	944748	GO:0005622	IBA	is_active_in	intracellular anatomical structure	21873635	Component
511145	944748	GO:0005737	IEA	located_in	cytoplasm	-	Component
511145	944748	GO:0005829	HDA	located_in	cytosol	16858726	Component
511145	944748	GO:0005829	IBA	is_active_in	cytosol	21873635	Component
511145	944748	GO:0005829	IDA	located_in	cytosol	15911532|18304323	Component
511145	944748	GO:0005975	IEA	involved_in	carbohydrate metabolic process	-	Process
511145	944748	GO:0006098	IEA	involved_in	pentose-phosphate shunt	-	Process
511145	944748	GO:0009052	IDA	acts_upstream_of_or_within	pentose-phosphate shunt, non-oxidative branch	11298760	Process
511145	944748	GO:0016020	HDA	located_in	membrane	16858726	Component
511145	944748	GO:0016740	IEA	enables	transferase activity	-	Function
511145	944748	GO:0016744	IDA	enables	transketolase or transaldolase activity	9883893	Function
511145	944749	GO:0000217	IDA	enables	DNA secondary structure binding	32796037	Function
511145	944749	GO:0005829	IBA	is_active_in	cytosol	21873635	Component
511145	944749	GO:0005829	IDA	located_in	cytosol	18304323	Component
511145	944749	GO:0033194	IBA	involved_in	response to hydroperoxide	21873635	Process
511145	944749	GO:0033194	IEP	acts_upstream_of_or_within	response to hydroperoxide	21378183	Process
511145	944749	GO:0033194	IMP	acts_upstream_of_or_within	response to hydroperoxide	21378183	Process
511145	944750	GO:0000166	IEA	enables	nucleotide binding	-	Function
511145	944750	GO:0005515	IPI	enables	protein binding	2522091|9103205|10521435|15690043|16139413|16606699|16858726|17357109|17968012|18394994|19439666|19698713|21474779|22065753|23160352|24561554|26545493|30442809	Function
511145	944750	GO:0005524	IDA	enables	ATP binding	7776367|9103205	Function
511145	944750	GO:0005524	IEA	enables	ATP binding	-	Function
511145	944750	GO:0005737	HDA	located_in	cytoplasm	16858726	Component
511145	944750	GO:0005737	IEA	located_in	cytoplasm	-	Component
511145	944750	GO:0005829	IBA	is_active_in	cytosol	21873635	Component
511145	944750	GO:0005829	IDA	located_in	cytosol	15911532|18304323	Component
511145	944750	GO:0005886	IEA	located_in	plasma membrane	-	Component
511145	944750	GO:0006260	IEA	involved_in	DNA replication	-	Process
511145	944750	GO:0006457	IEA	involved_in	protein folding	-	Process
511145	944750	GO:0008270	IDA	enables	zinc ion binding	11985624	Function
511145	944750	GO:0009408	IDA	acts_upstream_of_or_within	response to heat	7023474|7900997	Process
511145	944750	GO:0009408	IEP	acts_upstream_of_or_within	response to heat	8349564	Process
511145	944750	GO:0016020	HDA	located_in	membrane	16858726	Component
511145	944750	GO:0016020	IEA	located_in	membrane	-	Component
511145	944750	GO:0016234	IDA	located_in	inclusion body	15866952	Component
511145	944750	GO:0016887	IDA	enables	ATP hydrolysis activity	9103205	Function
511145	944750	GO:0016887	IEA	enables	ATP hydrolysis activity	-	Function
511145	944750	GO:0016989	IDA	enables	sigma factor antagonist activity	8599944	Function
511145	944750	GO:0032984	IDA	acts_upstream_of_or_within	protein-containing complex disassembly	2525130|2543679	Process
511145	944750	GO:0032991	IDA	part_of	protein-containing complex	9103205	Component
511145	944750	GO:0034620	IDA	acts_upstream_of_or_within	cellular response to unfolded protein	2203539|7900997	Process
511145	944750	GO:0043531	IDA	enables	ADP binding	7776367|19439666	Function
511145	944750	GO:0044183	IDA	enables	protein folding chaperone	10380927	Function
511145	944750	GO:0045892	IEA	involved_in	negative regulation of transcription, DNA-templated	-	Process
511145	944750	GO:0051082	IDA	enables	unfolded protein binding	9103205|9145101	Function
511145	944750	GO:0051082	IEA	enables	unfolded protein binding	-	Function
511145	944750	GO:0051085	IDA	acts_upstream_of_or_within	chaperone cofactor-dependent protein refolding	2203539|7900997	Process
511145	944750	GO:0051085	IDA	involved_in	chaperone cofactor-dependent protein refolding	9103205	Process
511145	944750	GO:0051085	IGI	acts_upstream_of_or_within	chaperone cofactor-dependent protein refolding	10458167	Process
511145	944750	GO:0051085	IMP	acts_upstream_of_or_within	chaperone cofactor-dependent protein refolding	10458167	Process
511145	944750	GO:0051087	IPI	enables	chaperone binding	9103205|21525416	Function
511145	944750	GO:0065003	IDA	acts_upstream_of_or_within	protein-containing complex assembly	2525129|2525130	Process
511145	944750	GO:0065003	IDA	involved_in	protein-containing complex assembly	9103205	Process
511145	944752	GO:0003677	IBA	enables	DNA binding	21873635	Function
511145	944752	GO:0003677	IEA	enables	DNA binding	-	Function
511145	944752	GO:0003700	IBA	enables	DNA-binding transcription factor activity	21873635	Function
511145	944752	GO:0005515	IPI	enables	protein binding	24561554	Function
511145	944752	GO:0006355	IEA	involved_in	regulation of transcription, DNA-templated	-	Process
511145	944752	GO:0045892	IBA	involved_in	negative regulation of transcription, DNA-templated	21873635	Process
511145	944753	GO:0003756	IDA	enables	protein disulfide isomerase activity	7559385	Function
511145	944753	GO:0005515	IPI	enables	protein binding	1534276|9860950|10521435|15690043|18394994|18995833|19439666|22065753|24561554	Function
511145	944753	GO:0005524	IEA	enables	ATP binding	-	Function
511145	944753	GO:0005737	IBA	is_active_in	cytoplasm	21873635	Component
511145	944753	GO:0005737	IDA	located_in	cytoplasm	6220698	Component
511145	944753	GO:0005737	IEA	located_in	cytoplasm	-	Component
511145	944753	GO:0005829	IDA	located_in	cytosol	6220698	Component
511145	944753	GO:0006260	IEA	involved_in	DNA replication	-	Process
511145	944753	GO:0006260	IMP	acts_upstream_of_or_within	DNA replication	2144273	Process
511145	944753	GO:0006457	IDA	acts_upstream_of_or_within	protein folding	7559385	Process
511145	944753	GO:0006457	IEA	involved_in	protein folding	-	Process
511145	944753	GO:0008270	IDA	enables	zinc ion binding	8662861|11985624	Function
511145	944753	GO:0008270	IEA	enables	zinc ion binding	-	Function
511145	944753	GO:0008270	IMP	enables	zinc ion binding	12941935	Function
511145	944753	GO:0009408	IEA	involved_in	response to heat	-	Process
511145	944753	GO:0009408	IEP	acts_upstream_of_or_within	response to heat	8349564	Process
511145	944753	GO:0009408	IMP	acts_upstream_of_or_within	response to heat	2144273	Process
511145	944753	GO:0015035	IDA	enables	protein-disulfide reductase activity	11732919	Function
511145	944753	GO:0016020	IDA	located_in	membrane	3889001|6220698	Component
511145	944753	GO:0016032	IDA	acts_upstream_of_or_within	viral process	1361234|3889001	Process
511145	944753	GO:0016032	IMP	acts_upstream_of_or_within	viral process	2144273	Process
511145	944753	GO:0016989	IDA	enables	sigma factor antagonist activity	8599944	Function
511145	944753	GO:0018215	IEA	involved_in	protein phosphopantetheinylation	-	Process
511145	944753	GO:0031072	IEA	enables	heat shock protein binding	-	Function
